geometry,city,state,state_abbr,county,population
"c(-81.275624, 28.7894252)",Sanford,Florida,FL,Orange,53570
"c(-82.1056764, 26.4510378)",Sanibel,Florida,FL,Lee,6469
"c(-82.5457664, 27.3382563)",Sarasota,Florida,FL,Sarasota,51917
"c(-80.5994021, 28.1787326)",Satellite Beach,Florida,FL,Brevard,10109
"c(-80.4824027, 27.7878573)",Sebastian,Florida,FL,Indian River,21929
"c(-81.4515738, 27.4714377)",Sebring,Florida,FL,Highlands,10491
"c(-82.7845113, 27.842568)",Seminole,Florida,FL,Pinellas,17233
"c(-80.7264284, 26.6792739)",South Bay,Florida,FL,Palm Beach,4876
"c(-81.0069827, 29.1651633)",South Daytona,Florida,FL,Volusia,12252
"c(-80.295105, 25.7085496)",South Miami,Florida,FL,Dade,11657
"c(-82.7392722, 27.7529387)",South Pasadena,Florida,FL,Pinellas,4964
"c(-80.3738435, 26.050138)",Southwest Ranches,Florida,FL,NA,7345
"c(-85.6120771, 30.1712915)",Springfield,Florida,FL,Bay,8903
"c(-81.3115857, 29.8959281)",St. Augustine,Florida,FL,St Johns,12975
"c(-81.2852283, 28.2305837)",St. Cloud,Florida,FL,Osceola,35183
"c(-82.644055, 27.7619755)",St. Petersburg,Florida,FL,Hillsborough,244769
"c(-82.112997, 29.9474422)",Starke,Florida,FL,Bradford,5449
"c(-80.2431686, 27.1961208)",Stuart,Florida,FL,Martin,15593
"c(-80.1235788, 25.9389218)",Sunny Isles Beach,Florida,FL,Miami-Dade,20832
"c(-80.259542, 26.1700772)",Sunrise,Florida,FL,Broward,84439
"c(-80.123341, 25.8788917)",Surfside,Florida,FL,Miami-Dade,5744
"c(-80.3737147, 25.7652381)",Sweetwater,Florida,FL,NA,13499
"c(-84.2534191, 30.4551091)",Tallahassee,Florida,FL,Leon,181376
"c(-80.2553046, 26.203932)",Tamarac,Florida,FL,Broward,60427
"c(-82.4796734, 27.9700861)",Tampa,Florida,FL,Hillsborough,335709
"c(-82.7793711, 28.1490537)",Tarpon Springs,Florida,FL,Pinellas,23484
"c(-81.7395176, 28.7965839)",Tavares,Florida,FL,Lake,13951
"c(-82.3778658, 28.0451989)",Temple Terrace,Florida,FL,Hillsborough,24541
"c(-80.1132409, 26.9648718)",Tequesta,Florida,FL,Palm Beach,5629
"c(-80.8194043, 28.573368)",Titusville,Florida,FL,Brevard,43761
"c(-82.769072, 27.769847)",Treasure Island,Florida,FL,Pinellas,6705
"c(-81.6641882, 28.927012)",Umatilla,Florida,FL,NA,3456
"c(-86.5148314, 30.4900673)",Valparaiso,Florida,FL,Okaloosa,5036
"c(-82.4166734, 27.121971)",Venice,Florida,FL,Sarasota,20748
"c(-80.3931364, 27.6472203)",Vero Beach,Florida,FL,Indian River,15220
"c(-81.8106216, 27.5468737)",Wauchula,Florida,FL,Hardee,5001
"c(-80.2743762, 26.6471144)",Wellington,Florida,FL,Palm Beach,56508
"c(-80.6614613, 28.0542776)",West Melbourne,Florida,FL,Brevard,18355
"c(-80.2968737, 25.7578095)",West Miami,Florida,FL,Dade,5965
"c(-80.126608, 26.7483014)",West Palm Beach,Florida,FL,Palm Beach,99919
"c(-80.1810098, 25.9786723)",West Park,Florida,FL,NA,14156
"c(-80.402222, 26.1004072)",Weston,Florida,FL,Broward,65333
"c(-82.0118316, 28.7929738)",Wildwood,Florida,FL,Sumter,6709
"c(-82.4630512, 29.3656414)",Williston,Florida,FL,NA,2768
"c(-80.13927, 26.1593293)",Wilton Manors,Florida,FL,Broward,11632
"c(-81.597044, 28.5421438)",Winter Garden,Florida,FL,Orange,34568
"c(-81.7327423, 28.0458354)",Winter Haven,Florida,FL,Polk,33874
"c(-81.3478212, 28.5990693)",Winter Park,Florida,FL,Orange,27852
"c(-81.2699617, 28.6880646)",Winter Springs,Florida,FL,Seminole,33282
"c(-82.1795397, 28.2393811)",Zephyrhills,Florida,FL,Pasco,13288
"c(-83.3064525, 31.9925758)",Abbeville,Georgia,GA,NA,2908
"c(-84.6674565, 34.056421)",Acworth,Georgia,GA,Cobb,20425
"c(-84.9214525, 34.3702257)",Adairsville,Georgia,GA,Bartow,4648
"c(-83.4254049, 31.1315706)",Adel,Georgia,GA,Cook,5334
"c(-82.7797715, 32.1476059)",Alamo,Georgia,GA,NA,2797
"c(-84.1794533, 31.5776688)",Albany,Georgia,GA,Dougherty,77434
"c(-82.475621, 31.5433043)",Alma,Georgia,GA,Bacon,3466
"c(-84.2759068, 34.0706476)",Alpharetta,Georgia,GA,Fulton,57551
"c(-84.2235968, 32.0741038)",Americus,Georgia,GA,Sumter,17041
"c(-83.652424, 31.7091907)",Ashburn,Georgia,GA,Turner,4152
"c(-83.3700882, 33.9495967)",Athens,Georgia,GA,Clarke,115452
"c(-84.4226745, 33.7629088)",Atlanta,Georgia,GA,Multiple,420003
"c(-83.8309066, 34.0163498)",Auburn,Georgia,GA,Barrow,6887
"c(-82.0734219, 33.3655309)",Augusta,Georgia,GA,Richmond,195844
"c(-84.644267, 33.8202813)",Austell,Georgia,GA,Cobb,6581
"c(-84.2647353, 33.7687314)",Avondale Estates,Georgia,GA,Dekalb,2960
"c(-84.5730472, 30.9049327)",Bainbridge,Georgia,GA,Decatur,12697
"c(-83.5479388, 34.4873407)",Baldwin,Georgia,GA,NA,3279
"c(-84.1525822, 33.0522168)",Barnesville,Georgia,GA,Lamar,6755
"c(-82.3501397, 31.7640194)",Baxley,Georgia,GA,Appling,4400
"c(-82.243468, 31.2993698)",Blackshear,Georgia,GA,Pierce,3445
"c(-84.9270371, 31.3809387)",Blakely,Georgia,GA,Early,5068
"c(-81.3080654, 32.1244958)",Bloomingdale,Georgia,GA,Chatham,2713
"c(-83.8157832, 34.1110459)",Braselton,Georgia,GA,NA,7511
"c(-85.1518839, 33.7107753)",Bremen,Georgia,GA,Haralson,6227
"c(-81.4669151, 31.1361703)",Brunswick,Georgia,GA,Glynn,15383
"c(-83.9918287, 34.1200152)",Buford,Georgia,GA,Gwinnett,12225
"c(-83.7484938, 32.6481021)",Byron,Georgia,GA,Peach,4512
"c(-84.2049238, 30.8792513)",Cairo,Georgia,GA,Grady,9607
"c(-84.9450801, 34.4831908)",Calhoun,Georgia,GA,Gordon,15650
"c(-84.2065233, 31.2361516)",Camilla,Georgia,GA,Mitchell,5360
"c(-84.490723, 34.2472008)",Canton,Georgia,GA,Cherokee,22958
"c(-85.0833328, 33.581847)",Carrollton,Georgia,GA,Carroll,24388
"c(-84.8004152, 34.1629469)",Cartersville,Georgia,GA,Bartow,19731
"c(-85.2475309, 34.0217493)",Cedartown,Georgia,GA,Polk,9750
"c(-83.6856434, 32.6329779)",Centerville,Georgia,GA,Houston,7148
"c(-84.3036225, 33.8886655)",Chamblee,Georgia,GA,De Kalb,9892
"c(-84.782287, 34.7810698)",Chatsworth,Georgia,GA,Murray,4299
"c(-85.2896654, 34.8739663)",Chickamauga,Georgia,GA,NA,3101
"c(-84.2408673, 33.8108289)",Clarkston,Georgia,GA,Dekalb,7554
"c(-81.9096661, 32.162106)",Claxton,Georgia,GA,NA,2746
"c(-83.7610583, 34.5982983)",Cleveland,Georgia,GA,NA,3410
"c(-83.3522878, 32.3874459)",Cochran,Georgia,GA,Bleckley,5150
"c(-84.4600796, 33.6381492)",College Park,Georgia,GA,Multiple,13942
"c(-84.874946, 32.510197)",Columbus,Georgia,GA,Muscogee,189885
"c(-83.475597, 34.2144938)",Commerce,Georgia,GA,Jackson,6544
"c(-83.9823612, 33.6566258)",Conyers,Georgia,GA,Rockdale,15195
"c(-83.7700771, 31.9560903)",Cordele,Georgia,GA,Crisp,11147
"c(-83.5314732, 34.5166291)",Cornelia,Georgia,GA,Habersham,4160
"c(-83.8474361, 33.6050788)",Covington,Georgia,GA,Newton,13118
"c(-84.133571, 34.2076485)",Cumming,Georgia,GA,Forsyth,5430
"c(-84.7880206, 32.3474454)",Cusseta-Chattahoochee County unified government,Georgia,GA,NA,11267
"c(-84.7935753, 31.7706857)",Cuthbert,Georgia,GA,Randolph,3873
"c(-83.8892633, 33.9812866)",Dacula,Georgia,GA,Gwinnett,4442
"c(-83.9795826, 34.5299159)",Dahlonega,Georgia,GA,Lumpkin,5242
"c(-84.8425332, 33.9144325)",Dallas,Georgia,GA,Paulding,11544
"c(-84.9704204, 34.7692219)",Dalton,Georgia,GA,Whitfield,33128
"c(-84.4434993, 31.7718641)",Dawson,Georgia,GA,Terrell,4540
"c(-84.1241432, 34.4331589)",Dawsonville,Georgia,GA,NA,2536
"c(-84.2978566, 33.771455)",Decatur,Georgia,GA,Dekalb,19335
"c(-84.8784244, 31.0396915)",Donalsonville,Georgia,GA,Seminole,2650
"c(-84.2749207, 33.9067483)",Doraville,Georgia,GA,Dekalb,8330
"c(-82.8542869, 31.5074354)",Douglas,Georgia,GA,Coffee,11589
"c(-84.7072371, 33.7383281)",Douglasville,Georgia,GA,Douglas,30961
"c(-82.9282536, 32.5365645)",Dublin,Georgia,GA,Laurens,16201
"c(-84.1504727, 34.001517)",Duluth,Georgia,GA,Gwinnett,26600
"c(-84.3127008, 33.9413866)",Dunwoody,Georgia,GA,NA,46267
"c(-84.4703603, 33.6694603)",East Point,Georgia,GA,Fulton,33712
"c(-83.175692, 32.1948579)",Eastman,Georgia,GA,Dodge,4962
"c(-83.3888623, 33.3258215)",Eatonton,Georgia,GA,Putnam,6480
"c(-82.8726344, 34.1067864)",Elberton,Georgia,GA,Elbert,4653
"c(-84.932752, 34.1435862)",Euharlee,Georgia,GA,Bartow,4136
"c(-84.5860304, 33.5505382)",Fairburn,Georgia,GA,Fulton,12950
"c(-84.4578058, 33.4495988)",Fayetteville,Georgia,GA,Fayette,15945
"c(-83.2522319, 31.7142533)",Fitzgerald,Georgia,GA,Ben Hill,9053
"c(-83.9218836, 34.1817646)",Flowery Branch,Georgia,GA,NA,5679
"c(-82.0072476, 30.8392489)",Folkston,Georgia,GA,NA,2502
"c(-84.3581647, 33.6205432)",Forest Park,Georgia,GA,Clayton,18468
"c(-83.9380618, 33.034543)",Forsyth,Georgia,GA,Monroe,3788
"c(-85.2460313, 34.9318375)",Fort Oglethorpe,Georgia,GA,Catoosa,9263
"c(-83.879939, 32.5511141)",Fort Valley,Georgia,GA,Houston,9815
"c(-83.8298926, 34.2896583)",Gainesville,Georgia,GA,Hall,33804
"c(-81.1766143, 32.0872213)",Garden City,Georgia,GA,Chatham,8778
"c(-85.0093171, 31.8614871)",Georgetown-Quitman County unified government,Georgia,GA,NA,2513
"c(-81.9305148, 31.9390839)",Glennville,Georgia,GA,Tattnall,3569
"c(-84.8279965, 33.2381593)",Grantville,Georgia,GA,NA,3041
"c(-83.538428, 33.0012229)",Gray,Georgia,GA,NA,3276
"c(-83.9567425, 33.890694)",Grayson,Georgia,GA,NA,2666
"c(-83.1860346, 33.5704994)",Greensboro,Georgia,GA,Spalding,3359
"c(-84.2766763, 33.2412522)",Griffin,Georgia,GA,Spalding,23643
"c(-82.2067222, 33.4494505)",Grovetown,Georgia,GA,Columbia,11216
"c(-83.381447, 30.9964731)",Hahira,Georgia,GA,NA,2737
"c(-84.2938146, 33.3856139)",Hampton,Georgia,GA,Henry,6987
"c(-84.4093208, 33.6608733)",Hapeville,Georgia,GA,Fulton,6373
"c(-82.3139074, 33.4155138)",Harlem,Georgia,GA,NA,2666
"c(-82.9280197, 34.3496452)",Hartwell,Georgia,GA,Hart,4469
"c(-83.4789635, 32.2996488)",Hawkinsville,Georgia,GA,Pulaski,4589
"c(-82.5992759, 31.8641285)",Hazlehurst,Georgia,GA,Jeff Davis,4226
"c(-82.9101562, 32.0790377)",Helena,Georgia,GA,NA,2883
"c(-82.0953573, 33.2927693)",Hephzibah,Georgia,GA,Richmond,4011
"c(-81.6216753, 31.8269786)",Hinesville,Georgia,GA,Liberty,33437
"c(-84.7567999, 33.8930908)",Hiram,Georgia,GA,NA,3546
"c(-84.9027881, 33.1669862)",Hogansville,Georgia,GA,Troup,3060
"c(-84.4844446, 34.1676021)",Holly Springs,Georgia,GA,Cherokee,9189
"c(-83.9680773, 33.2903552)",Jackson,Georgia,GA,Butts,5045
"c(-84.4358626, 34.466199)",Jasper,Georgia,GA,NA,3684
"c(-83.6015785, 34.1354856)",Jefferson,Georgia,GA,Jackson,9432
"c(-81.888783, 31.6000197)",Jesup,Georgia,GA,Wayne,10214
"c(-84.2038476, 34.032739)",Johns Creek,Georgia,GA,NA,76728
"c(-84.354314, 33.5202452)",Jonesboro,Georgia,GA,Clayton,4724
"c(-84.6188775, 34.028678)",Kennesaw,Georgia,GA,Cobb,29783
"c(-81.7910779, 30.8459318)",Kingsland,Georgia,GA,Camden,15946
"c(-85.0378696, 33.0303972)",La Grange,Georgia,GA,Troup,29588
"c(-85.2815295, 34.708654)",LaFayette,Georgia,GA,Walker,7121
"c(-84.3411012, 33.6064652)",Lake City,Georgia,GA,Clayton,2612
"c(-83.0747303, 31.0408174)",Lakeland,Georgia,GA,Lanier,3366
"c(-83.9922343, 33.9528791)",Lawrenceville,Georgia,GA,Gwinnett,28546
"c(-84.168546, 31.7320577)",Leesburg,Georgia,GA,Lee,2896
"c(-84.136872, 33.8906396)",Lilburn,Georgia,GA,Gwinnett,11596
"c(-84.1043779, 33.3426481)",Locust Grove,Georgia,GA,NA,5402
"c(-83.8947819, 33.8359771)",Loganville,Georgia,GA,Walton,10458
"c(-84.3189927, 33.4442084)",Lovejoy,Georgia,GA,NA,6422
"c(-83.6643064, 34.3959012)",Lula,Georgia,GA,NA,2758
"c(-84.7981449, 32.0480407)",Lumpkin,Georgia,GA,NA,2741
"c(-82.3212083, 32.2049149)",Lyons,Georgia,GA,Toombs,4367
"c(-83.6489181, 32.8309533)",Macon,Georgia,GA,Bibb,91351
"c(-83.4759715, 33.5790376)",Madison,Georgia,GA,Morgan,3979
"c(-84.6343739, 32.8590575)",Manchester,Georgia,GA,Multiple,4230
"c(-84.5424631, 33.9535613)",Marietta,Georgia,GA,Cobb,56579
"c(-84.1509075, 33.4412849)",Mcdonough,Georgia,GA,Henry,22084
"c(-82.8868367, 32.0561918)",Mcrae,Georgia,GA,Telfair,5740
"c(-82.0625963, 32.396607)",Metter,Georgia,GA,Candler,4130
"c(-83.2411491, 33.0883377)",Milledgeville,Georgia,GA,Baldwin,17715
"c(-81.9420385, 32.8068924)",Millen,Georgia,GA,Jenkins,3120
"c(-84.314522, 34.1441366)",Milton,Georgia,GA,NA,32661
"c(-83.7187405, 33.7974772)",Monroe,Georgia,GA,Walton,13234
"c(-84.0197326, 32.297498)",Montezuma,Georgia,GA,Macon,3460
"c(-83.6848676, 33.3076551)",Monticello,Georgia,GA,NA,2657
"c(-84.3360632, 33.57884)",Morrow,Georgia,GA,Clayton,6445
"c(-83.7907857, 31.1794305)",Moultrie,Georgia,GA,Colquitt,14268
"c(-83.2484995, 31.2044995)",Nashville,Georgia,GA,Berrien,4939
"c(-84.7713146, 33.3791473)",Newnan,Georgia,GA,Coweta,33039
"c(-82.6383327, 31.5188553)",Nicholls,Georgia,GA,NA,2798
"c(-84.2105558, 33.9401359)",Norcross,Georgia,GA,Gwinnett,9116
"c(-83.885453, 34.222241)",Oakwood,Georgia,GA,Hall,3970
"c(-83.2498092, 31.5986328)",Ocilla,Georgia,GA,Irwin,3414
"c(-84.6696065, 33.5326524)",Palmetto,Georgia,GA,Fulton,4488
"c(-84.5706105, 33.3918838)",Peachtree City,Georgia,GA,Fayette,34364
"c(-84.1515448, 31.1265679)",Pelham,Georgia,GA,Mitchell,3898
"c(-83.7262448, 32.4720078)",Perry,Georgia,GA,Houston,13839
"c(-81.2549888, 32.1018581)",Pooler,Georgia,GA,Chatham,19140
"c(-81.2052805, 32.1921948)",Port Wentworth,Georgia,GA,Chatham,5359
"c(-84.683974, 33.8656583)",Powder Springs,Georgia,GA,Cobb,13940
"c(-83.5605367, 30.7845817)",Quitman,Georgia,GA,Brooks,3850
"c(-82.1242146, 32.0870521)",Reidsville,Georgia,GA,NA,4944
"c(-81.308908, 31.9340923)",Richmond Hill,Georgia,GA,Bryan,9281
"c(-81.2357076, 32.2939541)",Rincon,Georgia,GA,Effingham,8836
"c(-85.1202087, 34.9149785)",Ringgold,Georgia,GA,NA,3580
"c(-84.4109653, 33.5638627)",Riverdale,Georgia,GA,Clayton,15134
"c(-85.0434109, 34.0082452)",Rockmart,Georgia,GA,Polk,4199
"c(-85.1875326, 34.2677404)",Rome,Georgia,GA,Floyd,36303
"c(-85.2895674, 34.9757726)",Rossville,Georgia,GA,Walker,4105
"c(-84.3509459, 34.039453)",Roswell,Georgia,GA,Fulton,88346
"c(-83.1095411, 34.2856967)",Royston,Georgia,GA,NA,2582
"c(-81.5726843, 30.7541649)",Saint Marys,Georgia,GA,Camden,17121
"c(-82.809694, 32.9820892)",Sandersville,Georgia,GA,Washington,5912
"c(-84.3686734, 33.9315016)",Sandy Springs,Georgia,GA,NA,93853
"c(-81.1535567, 32.0025121)",Savannah,Georgia,GA,Chatham,136286
"c(-84.5540991, 33.3141027)",Senoia,Georgia,GA,NA,3307
"c(-84.5153398, 33.8644244)",Smyrna,Georgia,GA,Cobb,51271
"c(-84.0048164, 33.8576335)",Snellville,Georgia,GA,Gwinnett,18242
"c(-83.7134407, 33.6481343)",Social Circle,Georgia,GA,Walton,4262
"c(-82.5940185, 32.3782679)",Soperton,Georgia,GA,Treutlen,3115
"c(-81.3078674, 32.3641376)",Springfield,Georgia,GA,NA,2852
"c(-81.774515, 32.4412431)",Statesboro,Georgia,GA,Bulloch,28422
"c(-84.2575216, 33.5432346)",Stockbridge,Georgia,GA,Henry,25636
"c(-84.1714198, 33.8041875)",Stone Mountain,Georgia,GA,Dekalb,5802
"c(-84.0423469, 34.097574)",Sugar Hill,Georgia,GA,Gwinnett,18522
"c(-85.3490715, 34.4787509)",Summerville,Georgia,GA,Richmond,4534
"c(-84.0664439, 34.048632)",Suwanee,Georgia,GA,Gwinnett,15355
"c(-82.3347836, 32.5855884)",Swainsboro,Georgia,GA,Emanuel,7277
"c(-81.6406816, 32.7471806)",Sylvania,Georgia,GA,Screven,2956
"c(-83.8364566, 31.5298295)",Sylvester,Georgia,GA,Worth,6188
"c(-85.287358, 33.7366555)",Tallapoosa,Georgia,GA,Haralson,3170
"c(-85.0272953, 33.7332448)",Temple,Georgia,GA,NA,4228
"c(-84.3266911, 32.891673)",Thomaston,Georgia,GA,Upson,9170
"c(-83.9787807, 30.8394221)",Thomasville,Georgia,GA,Thomas,18413
"c(-82.4944297, 33.4667636)",Thomson,Georgia,GA,Mcduffie,6778
"c(-81.049604, 32.0312883)",Thunderbolt,Georgia,GA,NA,2668
"c(-83.5204942, 31.4620999)",Tifton,Georgia,GA,Tift,16350
"c(-83.3262198, 34.5806563)",Toccoa,Georgia,GA,Stephens,8491
"c(-80.8572855, 32.0088344)",Tybee Island,Georgia,GA,Chatham,2990
"c(-84.5945221, 33.4760589)",Tyrone,Georgia,GA,Fayette,6879
"c(-83.7358978, 32.2572841)",Unadilla,Georgia,GA,Dooly,3796
"c(-84.5626301, 33.5938373)",Union City,Georgia,GA,Fulton,19456
"c(-83.2788329, 30.8501261)",Valdosta,Georgia,GA,Lowndes,54518
"c(-82.4030198, 32.2139013)",Vidalia,Georgia,GA,Toombs,10473
"c(-83.7868389, 32.0927471)",Vienna,Georgia,GA,Dooly,4011
"c(-84.9161629, 33.7299062)",Villa Rica,Georgia,GA,Carroll,13956
"c(-81.6185931, 31.772234)",Walthourville,Georgia,GA,Liberty,4111
"c(-83.653936, 32.5970961)",Warner Robins,Georgia,GA,Houston,66588
"c(-82.7436132, 33.732289)",Washington,Georgia,GA,Wilkes,4134
"c(-83.4075698, 33.8617442)",Watkinsville,Georgia,GA,NA,2832
"c(-82.3576584, 31.2110055)",Waycross,Georgia,GA,Ware,14649
"c(-82.0142901, 33.0912794)",Waynesboro,Georgia,GA,Burke,5766
"c(-84.5532179, 32.0465538)",Webster County unified government,Georgia,GA,NA,2799
"c(-85.1402764, 32.900571)",West Point,Georgia,GA,Troup,3474
"c(-83.7211232, 33.993074)",Winder,Georgia,GA,Barrow,14099
"c(-84.5161728, 34.1021705)",Woodstock,Georgia,GA,Cherokee,23896
"c(-94.0239295, 41.6104809)",Adel,Iowa,IA,Dallas,3682
"c(-92.8038472, 41.0271148)",Albia,Iowa,IA,Monroe,3766
"c(-94.2299264, 43.0739786)",Algona,Iowa,IA,Kossuth,5560
"c(-93.4768422, 41.6468632)",Altoona,Iowa,IA,Polk,14541
"c(-93.6275937, 42.0254944)",Ames,Iowa,IA,Story,58965
"c(-91.2754761, 42.1100002)",Anamosa,Iowa,IA,Jones,5533
"c(-93.6031956, 41.72789)",Ankeny,Iowa,IA,Polk,45582
"c(-90.75934, 42.5169753)",Asbury,Iowa,IA,NA,4170
"c(-95.0219732, 41.3928872)",Atlantic,Iowa,IA,Cass,7112
"c(-92.2753401, 41.894796)",Belle Plaine,Iowa,IA,Benton,2534
"c(-90.4766386, 41.5663402)",Bettendorf,Iowa,IA,Scott,33217
"c(-92.4170314, 40.7491075)",Bloomfield,Iowa,IA,Davis,2640
"c(-93.4546392, 41.6996871)",Bondurant,Iowa,IA,NA,3860
"c(-93.872728, 42.0493713)",Boone,Iowa,IA,Boone,12661
"c(-91.1253389, 40.8064457)",Burlington,Iowa,IA,Des Moines,25663
"c(-90.2762273, 41.7927083)",Camanche,Iowa,IA,Clinton,4448
"c(-93.4968533, 41.5136134)",Carlisle,Iowa,IA,Warren,3876
"c(-94.864689, 42.069734)",Carroll,Iowa,IA,Carroll,10103
"c(-95.9168723, 41.2885335)",Carter Lake,Iowa,IA,Pottawattamie,3785
"c(-92.4526561, 42.5194018)",Cedar Falls,Iowa,IA,Black Hawk,39260
"c(-91.6777599, 41.9670481)",Cedar Rapids,Iowa,IA,Linn,126326
"c(-92.8713905, 40.7283811)",Centerville,Iowa,IA,Appanoose,5528
"c(-93.3094479, 41.0175743)",Chariton,Iowa,IA,Lucas,4321
"c(-92.6744575, 43.0647596)",Charles City,Iowa,IA,Floyd,7652
"c(-95.5528276, 42.7510698)",Cherokee,Iowa,IA,Cherokee,5253
"c(-95.0341626, 40.7377064)",Clarinda,Iowa,IA,Page,5572
"c(-93.7293595, 42.7322132)",Clarion,Iowa,IA,Wright,2850
"c(-93.3736509, 43.1350899)",Clear Lake,Iowa,IA,Cerro Gordo,7777
"c(-90.2445831, 41.8425394)",Clinton,Iowa,IA,Clinton,26885
"c(-93.7978713, 41.6132426)",Clive,Iowa,IA,Polk,15447
"c(-91.5959505, 41.6995775)",Coralville,Iowa,IA,Johnson,18907
"c(-95.8542386, 41.2387848)",Council Bluffs,Iowa,IA,Pottawattamie,62230
"c(-92.11635, 43.3717567)",Cresco,Iowa,IA,Howard,3868
"c(-94.3653183, 41.0603294)",Creston,Iowa,IA,Union,7834
"c(-90.6039968, 41.5541036)",Davenport,Iowa,IA,Scott,99685
"c(-90.5438423, 41.8224167)",De Witt,Iowa,IA,Clinton,5322
"c(-91.7847502, 43.3016182)",Decorah,Iowa,IA,Winnieshiek,8127
"c(-95.3524038, 42.0158856)",Denison,Iowa,IA,Crawford,8298
"c(-93.616708, 41.5739461)",Des Moines,Iowa,IA,Polk,203433
"c(-90.7051015, 42.502385)",Dubuque,Iowa,IA,Dubuque,57637
"c(-91.1256209, 42.4798657)",Dyersville,Iowa,IA,Dubuque,4058
"c(-93.1012868, 42.3605948)",Eldora,Iowa,IA,Hardin,2732
"c(-90.5801118, 41.6392673)",Eldridge,Iowa,IA,Scott,5651
"c(-94.679579, 43.1147976)",Emmetsburg,Iowa,IA,Palo Alto,3904
"c(-94.8345165, 43.3997965)",Estherville,Iowa,IA,Emmet,6360
"c(-92.269423, 42.4656881)",Evansdale,Iowa,IA,Black Hawk,4751
"c(-91.9671367, 41.0068799)",Fairfield,Iowa,IA,Jefferson,9464
"c(-93.6364109, 43.2569673)",Forest City,Iowa,IA,Winnebago,4151
"c(-94.1756674, 42.5096069)",Fort Dodge,Iowa,IA,Webster,25206
"c(-91.3518838, 40.6198599)",Fort Madison,Iowa,IA,Lee,11051
"c(-93.6032979, 43.0995352)",Garner,Iowa,IA,Hancock,3129
"c(-95.7406125, 41.0446902)",Glenwood,Iowa,IA,Mills,5269
"c(-93.802848, 41.6787674)",Grimes,Iowa,IA,Polk,8246
"c(-92.7249154, 41.7381542)",Grinnell,Iowa,IA,Poweshiek,9218
"c(-92.7744013, 42.3637566)",Grundy Center,Iowa,IA,Grundy,2706
"c(-93.2049683, 42.7420055)",Hampton,Iowa,IA,Franklin,4461
"c(-95.3268613, 41.6495142)",Harlan,Iowa,IA,Shelby,5106
"c(-96.4829106, 43.0024041)",Hawarden,Iowa,IA,Sioux,2546
"c(-91.6889792, 42.051024)",Hiawatha,Iowa,IA,Linn,7024
"c(-94.2250199, 42.7229277)",Humboldt,Iowa,IA,Humboldt,4690
"c(-93.5911356, 41.8961237)",Huxley,Iowa,IA,NA,3317
"c(-91.9031515, 42.4621928)",Independence,Iowa,IA,Buchanan,5966
"c(-93.5658932, 41.362378)",Indianola,Iowa,IA,Warren,14782
"c(-91.5312718, 41.6560408)",Iowa City,Iowa,IA,Johnson,67862
"c(-93.2660498, 42.5191686)",Iowa Falls,Iowa,IA,Hardin,5238
"c(-94.3794173, 42.0167516)",Jefferson,Iowa,IA,Greene,4345
"c(-92.0656086, 42.4748163)",Jesup,Iowa,IA,NA,2520
"c(-93.714799, 41.6812078)",Johnston,Iowa,IA,Polk,17278
"c(-91.402511, 40.4095461)",Keokuk,Iowa,IA,Lee,10780
"c(-93.1023639, 41.3188136)",Knoxville,Iowa,IA,Marion,7313
"c(-90.3770063, 41.5955939)",Le Claire,Iowa,IA,Scott,3765
"c(-96.1733111, 42.7815144)",Le Mars,Iowa,IA,Plymouth,9826
"c(-93.8201091, 41.8756293)",Madrid,Iowa,IA,NA,2543
"c(-91.4548558, 42.4853503)",Manchester,Iowa,IA,Delaware,5179
"c(-90.6645493, 42.0600587)",Maquoketa,Iowa,IA,Jackson,6141
"c(-92.068052, 41.796666)",Marengo,Iowa,IA,Iowa,2528
"c(-91.58616, 42.044596)",Marion,Iowa,IA,Linn,34768
"c(-92.9062656, 42.0342997)",Marshalltown,Iowa,IA,Marshall,27552
"c(-93.1997949, 43.1486094)",Mason City,Iowa,IA,Cerro Gordo,28079
"c(-95.1534392, 43.3233714)",Milford,Iowa,IA,NA,2898
"c(-95.9024257, 41.5578226)",Missouri Valley,Iowa,IA,Harrison,2838
"c(-91.1839145, 42.2309242)",Monticello,Iowa,IA,Jones,3796
"c(-91.5471615, 40.9622052)",Mount Pleasant,Iowa,IA,Henry,8668
"c(-91.4237629, 41.9236498)",Mount Vernon,Iowa,IA,Linn,4506
"c(-91.0698399, 41.420129)",Muscatine,Iowa,IA,Muscatine,22886
"c(-93.460772, 42.018207)",Nevada,Iowa,IA,Story,6798
"c(-92.3163573, 43.0571661)",New Hampton,Iowa,IA,Chickasaw,3571
"c(-93.0404656, 41.6965274)",Newton,Iowa,IA,Jasper,15254
"c(-91.6145082, 41.7443697)",North Liberty,Iowa,IA,Johnson,13374
"c(-93.7021192, 41.4916792)",Norwalk,Iowa,IA,Warren,8945
"c(-91.9127596, 42.6715248)",Oelwein,Iowa,IA,Fayette,6415
"c(-96.0905048, 42.0267583)",Onawa,Iowa,IA,Monona,2998
"c(-96.056806, 43.0025545)",Orange City,Iowa,IA,Sioux,6004
"c(-92.8113879, 43.2826489)",Osage,Iowa,IA,Mitchell,3619
"c(-93.7796381, 41.03002)",Osceola,Iowa,IA,Clarke,4929
"c(-92.6384993, 41.2904383)",Oskaloosa,Iowa,IA,Mahasha,11463
"c(-92.423402, 41.0223368)",Ottumwa,Iowa,IA,Wapello,25023
