state,date,cases,deaths,active,recovered
Gansu,2020-01-27,14,0,14,0
Gansu,2020-01-28,19,0,19,0
Gansu,2020-01-29,24,0,24,0
Gansu,2020-01-30,26,0,26,0
Gansu,2020-01-31,29,0,29,0
Gansu,2020-02-01,40,0,40,0
Gansu,2020-02-02,51,0,48,3
Gansu,2020-02-03,55,0,52,3
Gansu,2020-02-04,57,0,53,4
Gansu,2020-02-05,62,0,56,6
Gansu,2020-02-06,62,0,56,6
Gansu,2020-02-07,67,0,58,9
Gansu,2020-02-08,79,1,66,12
Gansu,2020-02-09,83,2,65,16
Gansu,2020-02-10,83,2,64,17
Gansu,2020-02-11,86,2,60,24
Gansu,2020-02-12,87,2,54,31
Gansu,2020-02-13,90,2,49,39
Gansu,2020-02-14,90,2,49,39
Gansu,2020-02-15,90,2,39,49
Gansu,2020-02-16,90,2,34,54
Gansu,2020-02-17,91,2,31,58
Gansu,2020-02-18,91,2,27,62
Gansu,2020-02-19,91,2,24,65
Gansu,2020-02-20,91,2,18,71
Gansu,2020-02-21,91,2,13,76
Gansu,2020-02-22,91,2,13,76
Gansu,2020-02-23,91,2,11,78
Gansu,2020-02-24,91,2,9,80
Gansu,2020-02-25,91,2,9,80
Gansu,2020-02-26,91,2,8,81
Gansu,2020-02-27,91,2,8,81
Gansu,2020-02-28,91,2,7,82
Gansu,2020-02-29,91,2,7,82
Gansu,2020-03-01,91,2,5,84
Gansu,2020-03-02,91,2,4,85
Gansu,2020-03-03,91,2,3,86
Gansu,2020-03-04,91,2,2,87
Gansu,2020-03-05,102,2,13,87
Gansu,2020-03-06,119,2,30,87
Gansu,2020-03-07,120,2,31,87
Gansu,2020-03-08,124,2,35,87
Gansu,2020-03-09,124,2,34,88
Gansu,2020-03-10,125,2,35,88
Gansu,2020-03-11,127,2,37,88
Gansu,2020-03-12,127,2,37,88
Gansu,2020-03-13,127,2,37,88
Gansu,2020-03-14,129,2,38,89
Gansu,2020-03-15,133,2,40,91
Gansu,2020-03-16,133,2,40,91
Gansu,2020-03-17,133,2,40,91
Gansu,2020-03-18,133,2,40,91
Gansu,2020-03-19,134,2,41,91
Gansu,2020-03-20,134,2,34,98
Gansu,2020-03-21,134,2,19,113
Gansu,2020-03-22,136,2,20,114
Gansu,2020-03-23,136,2,20,114
Gansu,2020-03-24,136,2,15,119
Gansu,2020-03-25,136,2,15,119
Gansu,2020-03-26,136,2,13,121
Gansu,2020-03-27,136,2,11,123
Gansu,2020-03-28,136,2,9,125
Gansu,2020-03-29,138,2,11,125
Gansu,2020-03-30,138,2,11,125
Gansu,2020-03-31,138,2,11,125
Gansu,2020-04-01,138,2,9,127
Gansu,2020-04-02,138,2,9,127
Gansu,2020-04-03,138,2,9,127
Gansu,2020-04-04,138,2,5,131
Gansu,2020-04-05,138,2,5,131
Gansu,2020-04-06,139,2,5,132
Gansu,2020-04-07,139,2,5,132
Gansu,2020-04-08,139,2,4,133
Gansu,2020-04-09,139,2,2,135
Gansu,2020-04-10,139,2,2,135
Gansu,2020-04-11,139,2,2,135
Gansu,2020-04-12,139,2,2,135
Gansu,2020-04-13,139,2,2,135
Gansu,2020-04-14,139,2,1,136
Gansu,2020-04-15,139,2,1,136
Gansu,2020-04-16,139,2,0,137
Gansu,2020-04-17,139,2,0,137
Gansu,2020-04-18,139,2,0,137
Gansu,2020-04-19,139,2,0,137
Gansu,2020-04-20,139,2,0,137
Gansu,2020-04-21,139,2,0,137
Gansu,2020-04-22,139,2,0,137
Gansu,2020-04-23,139,2,0,137
Gansu,2020-04-24,139,2,0,137
Gansu,2020-04-25,139,2,0,137
Gansu,2020-04-26,139,2,0,137
Gansu,2020-04-27,139,2,0,137
Gansu,2020-04-28,139,2,0,137
Gansu,2020-04-29,139,2,0,137
Gansu,2020-04-30,139,2,0,137
Gansu,2020-05-01,139,2,0,137
Gansu,2020-05-02,139,2,0,137
Gansu,2020-05-03,139,2,0,137
Gansu,2020-05-04,139,2,0,137
Gansu,2020-05-05,139,2,0,137
Gansu,2020-05-06,139,2,0,137
Gansu,2020-05-07,139,2,0,137
Gansu,2020-05-08,139,2,0,137
Gansu,2020-05-09,139,2,0,137
Gansu,2020-05-10,139,2,0,137
Gansu,2020-05-11,139,2,0,137
Gansu,2020-05-12,139,2,0,137
Gansu,2020-05-13,139,2,0,137
Gansu,2020-05-14,139,2,0,137
Gansu,2020-05-15,139,2,0,137
Gansu,2020-05-16,139,2,0,137
Gansu,2020-05-17,139,2,0,137
Gansu,2020-05-18,139,2,0,137
Gansu,2020-05-19,139,2,0,137
Gansu,2020-05-20,139,2,0,137
Gansu,2020-05-21,139,2,0,137
Gansu,2020-05-22,139,2,0,137
Gansu,2020-05-23,139,2,0,137
Gansu,2020-05-24,139,2,0,137
Gansu,2020-05-25,139,2,0,137
Gansu,2020-05-26,139,2,0,137
Gansu,2020-05-27,139,2,0,137
Gansu,2020-05-28,139,2,0,137
Gansu,2020-05-29,139,2,0,137
Gansu,2020-05-30,139,2,0,137
Gansu,2020-05-31,139,2,0,137
Gansu,2020-06-01,139,2,0,137
Gansu,2020-06-02,139,2,0,137
Gansu,2020-06-03,139,2,0,137
Gansu,2020-06-04,139,2,0,137
Gansu,2020-06-05,139,2,0,137
Gansu,2020-06-06,139,2,0,137
Gansu,2020-06-07,139,2,0,137
Gansu,2020-06-08,139,2,0,137
Gansu,2020-06-09,139,2,0,137
Gansu,2020-06-10,139,2,0,137
Gansu,2020-06-11,139,2,0,137
Gansu,2020-06-12,139,2,0,137
Gansu,2020-06-13,139,2,0,137
Gansu,2020-06-14,139,2,0,137
Gansu,2020-06-15,139,2,0,137
Gansu,2020-06-16,149,2,10,137
Gansu,2020-06-17,150,2,11,137
Gansu,2020-06-18,151,2,12,137
Gansu,2020-06-19,151,2,12,137
Gansu,2020-06-20,151,2,12,137
Gansu,2020-06-21,151,2,12,137
Gansu,2020-06-22,158,2,19,137
Gansu,2020-06-23,158,2,18,138
Gansu,2020-06-24,161,2,21,138
Gansu,2020-06-25,161,2,20,139
Gansu,2020-06-26,162,2,21,139
Gansu,2020-06-27,163,2,21,140
Gansu,2020-06-28,163,2,21,140
Gansu,2020-06-29,164,2,19,143
Gansu,2020-06-30,164,2,16,146
Gansu,2020-07-01,164,2,13,149
Gansu,2020-07-02,164,2,9,153
Gansu,2020-07-03,164,2,8,154
Gansu,2020-07-04,167,2,11,154
Gansu,2020-07-05,167,2,11,154
Gansu,2020-07-06,167,2,11,154
Gansu,2020-07-07,167,2,6,159
Gansu,2020-07-08,167,2,3,162
Gansu,2020-07-09,167,2,3,162
Gansu,2020-07-10,167,2,3,162
Guangdong,2020-01-22,26,0,26,0
Guangdong,2020-01-23,32,0,30,2
Guangdong,2020-01-24,53,0,51,2
Guangdong,2020-01-25,78,0,76,2
Guangdong,2020-01-26,111,0,109,2
Guangdong,2020-01-27,151,0,147,4
Guangdong,2020-01-28,207,0,203,4
Guangdong,2020-01-29,277,0,272,5
Guangdong,2020-01-30,354,0,344,10
Guangdong,2020-01-31,436,0,425,11
Guangdong,2020-02-01,535,0,521,14
Guangdong,2020-02-02,632,0,617,15
Guangdong,2020-02-03,725,0,704,21
Guangdong,2020-02-04,813,0,783,30
Guangdong,2020-02-05,895,0,846,49
Guangdong,2020-02-06,970,0,901,69
Guangdong,2020-02-07,1034,1,945,88
Guangdong,2020-02-08,1095,1,982,112
Guangdong,2020-02-09,1131,1,989,141
Guangdong,2020-02-10,1159,1,991,167
Guangdong,2020-02-11,1177,1,964,212
Guangdong,2020-02-12,1219,1,943,275
Guangdong,2020-02-13,1241,2,925,314
Guangdong,2020-02-14,1261,2,897,362
Guangdong,2020-02-15,1294,2,882,410
Guangdong,2020-02-16,1316,2,849,465
Guangdong,2020-02-17,1322,4,794,524
Guangdong,2020-02-18,1328,4,759,565
Guangdong,2020-02-19,1331,5,720,606
Guangdong,2020-02-20,1332,5,685,642
Guangdong,2020-02-21,1333,5,638,690
Guangdong,2020-02-22,1339,5,606,728
Guangdong,2020-02-23,1342,6,581,755
Guangdong,2020-02-24,1345,6,553,786
Guangdong,2020-02-25,1347,7,518,822
Guangdong,2020-02-26,1347,7,489,851
Guangdong,2020-02-27,1347,7,450,890
Guangdong,2020-02-28,1348,7,406,935
Guangdong,2020-02-29,1349,7,359,983
Guangdong,2020-03-01,1349,7,326,1016
Guangdong,2020-03-02,1350,7,284,1059
Guangdong,2020-03-03,1350,7,242,1101
Guangdong,2020-03-04,1350,7,210,1133
Guangdong,2020-03-05,1351,7,163,1181
Guangdong,2020-03-06,1352,7,129,1216
Guangdong,2020-03-07,1352,7,108,1237
Guangdong,2020-03-08,1352,7,89,1256
Guangdong,2020-03-09,1352,8,84,1260
Guangdong,2020-03-10,1353,8,71,1274
Guangdong,2020-03-11,1356,8,66,1282
Guangdong,2020-03-12,1356,8,59,1289
Guangdong,2020-03-13,1356,8,52,1296
Guangdong,2020-03-14,1356,8,49,1299
Guangdong,2020-03-15,1360,8,48,1304
Guangdong,2020-03-16,1361,8,47,1306
Guangdong,2020-03-17,1364,8,49,1307
Guangdong,2020-03-18,1370,8,49,1313
Guangdong,2020-03-19,1378,8,52,1318
Guangdong,2020-03-20,1395,8,64,1323
Guangdong,2020-03-21,1400,8,67,1325
Guangdong,2020-03-22,1413,8,76,1329
Guangdong,2020-03-23,1415,8,75,1332
Guangdong,2020-03-24,1428,8,87,1333
Guangdong,2020-03-25,1433,8,89,1336
Guangdong,2020-03-26,1448,8,104,1336
Guangdong,2020-03-27,1456,8,111,1337
Guangdong,2020-03-28,1467,8,118,1341
Guangdong,2020-03-29,1475,8,118,1349
Guangdong,2020-03-30,1484,8,125,1351
Guangdong,2020-03-31,1494,8,130,1356
Guangdong,2020-04-01,1501,8,136,1357
Guangdong,2020-04-02,1507,8,134,1365
Guangdong,2020-04-03,1514,8,138,1368
Guangdong,2020-04-04,1516,8,130,1378
Guangdong,2020-04-05,1524,8,129,1387
Guangdong,2020-04-06,1532,8,129,1395
Guangdong,2020-04-07,1533,8,124,1401
Guangdong,2020-04-08,1536,8,117,1411
Guangdong,2020-04-09,1539,8,108,1423
Guangdong,2020-04-10,1544,8,102,1434
Guangdong,2020-04-11,1548,8,103,1437
Guangdong,2020-04-12,1552,8,101,1443
Guangdong,2020-04-13,1555,8,93,1454
Guangdong,2020-04-14,1564,8,98,1458
Guangdong,2020-04-15,1566,8,96,1462
Guangdong,2020-04-16,1571,8,92,1471
Guangdong,2020-04-17,1577,8,94,1475
Guangdong,2020-04-18,1579,8,89,1482
Guangdong,2020-04-19,1580,8,82,1490
Guangdong,2020-04-20,1581,8,79,1494
Guangdong,2020-04-21,1582,8,73,1501
Guangdong,2020-04-22,1582,8,63,1511
Guangdong,2020-04-23,1585,8,49,1528
Guangdong,2020-04-24,1585,8,43,1534
Guangdong,2020-04-25,1586,8,36,1542
Guangdong,2020-04-26,1587,8,37,1542
Guangdong,2020-04-27,1587,8,32,1547
Guangdong,2020-04-28,1588,8,26,1554
Guangdong,2020-04-29,1588,8,23,1557
Guangdong,2020-04-30,1588,8,15,1565
Guangdong,2020-05-01,1588,8,15,1565
Guangdong,2020-05-02,1588,8,13,1567
Guangdong,2020-05-03,1588,8,11,1569
Guangdong,2020-05-04,1588,8,9,1571
Guangdong,2020-05-05,1588,8,5,1575
Guangdong,2020-05-06,1589,8,6,1575
Guangdong,2020-05-07,1589,8,6,1575
Guangdong,2020-05-08,1589,8,6,1575
Guangdong,2020-05-09,1589,8,5,1576
Guangdong,2020-05-10,1589,8,4,1577
Guangdong,2020-05-11,1589,8,3,1578
Guangdong,2020-05-12,1589,8,3,1578
Guangdong,2020-05-13,1589,8,2,1579
Guangdong,2020-05-14,1589,8,2,1579
Guangdong,2020-05-15,1589,8,2,1579
Guangdong,2020-05-16,1590,8,3,1579
Guangdong,2020-05-17,1590,8,3,1579
Guangdong,2020-05-18,1590,8,3,1579
Guangdong,2020-05-19,1590,8,3,1579
Guangdong,2020-05-20,1590,8,3,1579
Guangdong,2020-05-21,1590,8,3,1579
Guangdong,2020-05-22,1591,8,3,1580
Guangdong,2020-05-23,1592,8,4,1580
Guangdong,2020-05-24,1592,8,3,1581
Guangdong,2020-05-25,1592,8,3,1581
Guangdong,2020-05-26,1592,8,3,1581
Guangdong,2020-05-27,1592,8,2,1582
Guangdong,2020-05-28,1592,8,2,1582
Guangdong,2020-05-29,1593,8,2,1583
Guangdong,2020-05-30,1593,8,2,1583
Guangdong,2020-05-31,1595,8,4,1583
Guangdong,2020-06-01,1596,8,5,1583
Guangdong,2020-06-02,1597,8,6,1583
Guangdong,2020-06-03,1598,8,7,1583
Guangdong,2020-06-04,1598,8,6,1584
Guangdong,2020-06-05,1601,8,9,1584
Guangdong,2020-06-06,1602,8,10,1584
Guangdong,2020-06-07,1602,8,9,1585
Guangdong,2020-06-08,1604,8,10,1586
Guangdong,2020-06-09,1604,8,9,1587
Guangdong,2020-06-10,1607,8,11,1588
Guangdong,2020-06-11,1607,8,10,1589
Guangdong,2020-06-12,1608,8,10,1590
Guangdong,2020-06-13,1625,8,27,1590
Guangdong,2020-06-14,1625,8,27,1590
Guangdong,2020-06-15,1628,8,28,1592
Guangdong,2020-06-16,1628,8,27,1593
Guangdong,2020-06-17,1628,8,17,1603
Guangdong,2020-06-18,1631,8,19,1604
Guangdong,2020-06-19,1631,8,19,1604
Guangdong,2020-06-20,1634,8,12,1614
Guangdong,2020-06-21,1634,8,12,1614
Guangdong,2020-06-22,1634,8,7,1619
Guangdong,2020-06-23,1634,8,6,1620
Guangdong,2020-06-24,1635,8,6,1621
Guangdong,2020-06-25,1635,8,6,1621
Guangdong,2020-06-26,1637,8,7,1622
Guangdong,2020-06-27,1637,8,7,1622
Guangdong,2020-06-28,1637,8,4,1625
Guangdong,2020-06-29,1641,8,6,1627
Guangdong,2020-06-30,1641,8,6,1627
Guangdong,2020-07-01,1642,8,7,1627
Guangdong,2020-07-02,1642,8,5,1629
Guangdong,2020-07-03,1643,8,6,1629
Guangdong,2020-07-04,1643,8,4,1631
Guangdong,2020-07-05,1643,8,4,1631
Guangdong,2020-07-06,1643,8,4,1631
Guangdong,2020-07-07,1645,8,6,1631
Guangdong,2020-07-08,1647,8,8,1631
Guangdong,2020-07-09,1647,8,8,1631
Guangdong,2020-07-10,1647,8,8,1631
Guangxi,2020-01-22,2,0,2,0
Guangxi,2020-01-23,5,0,5,0
Guangxi,2020-01-24,23,0,23,0
Guangxi,2020-01-25,23,0,23,0
Guangxi,2020-01-26,36,0,36,0
Guangxi,2020-01-27,46,0,46,0
Guangxi,2020-01-28,51,0,49,2
Guangxi,2020-01-29,58,0,56,2
Guangxi,2020-01-30,78,0,76,2
Guangxi,2020-01-31,87,0,85,2
Guangxi,2020-02-01,100,0,98,2
Guangxi,2020-02-02,111,0,109,2
Guangxi,2020-02-03,127,0,120,7
Guangxi,2020-02-04,139,0,129,10
Guangxi,2020-02-05,150,0,137,13
Guangxi,2020-02-06,168,0,154,14
Guangxi,2020-02-07,172,0,155,17
Guangxi,2020-02-08,183,0,166,17
Guangxi,2020-02-09,195,1,176,18
Guangxi,2020-02-10,210,1,185,24
Guangxi,2020-02-11,215,1,181,33
Guangxi,2020-02-12,222,1,189,32
Guangxi,2020-02-13,222,2,187,33
Guangxi,2020-02-14,226,2,188,36
Guangxi,2020-02-15,235,2,189,44
Guangxi,2020-02-16,237,2,186,49
Guangxi,2020-02-17,238,2,183,53
Guangxi,2020-02-18,242,2,171,69
Guangxi,2020-02-19,244,2,156,86
Guangxi,2020-02-20,245,2,153,90
Guangxi,2020-02-21,246,2,147,97
Guangxi,2020-02-22,249,2,143,104
Guangxi,2020-02-23,249,2,141,106
Guangxi,2020-02-24,251,2,137,112
Guangxi,2020-02-25,252,2,116,134
Guangxi,2020-02-26,252,2,103,147
Guangxi,2020-02-27,252,2,89,161
Guangxi,2020-02-28,252,2,82,168
Guangxi,2020-02-29,252,2,74,176
Guangxi,2020-03-01,252,2,69,181
Guangxi,2020-03-02,252,2,58,192
Guangxi,2020-03-03,252,2,48,202
Guangxi,2020-03-04,252,2,40,210
Guangxi,2020-03-05,252,2,36,214
Guangxi,2020-03-06,252,2,33,217
Guangxi,2020-03-07,252,2,32,218
Guangxi,2020-03-08,252,2,27,223
Guangxi,2020-03-09,252,2,20,230
Guangxi,2020-03-10,252,2,16,234
Guangxi,2020-03-11,252,2,12,238
Guangxi,2020-03-12,252,2,9,241
Guangxi,2020-03-13,252,2,7,243
Guangxi,2020-03-14,252,2,7,243
Guangxi,2020-03-15,252,2,7,243
Guangxi,2020-03-16,252,2,2,248
Guangxi,2020-03-17,253,2,3,248
Guangxi,2020-03-18,253,2,1,250
Guangxi,2020-03-19,253,2,1,250
Guangxi,2020-03-20,254,2,2,250
Guangxi,2020-03-21,254,2,2,250
Guangxi,2020-03-22,254,2,2,250
Guangxi,2020-03-23,254,2,2,250
Guangxi,2020-03-24,254,2,2,250
Guangxi,2020-03-25,254,2,2,250
Guangxi,2020-03-26,254,2,2,250
Guangxi,2020-03-27,254,2,2,250
Guangxi,2020-03-28,254,2,2,250
Guangxi,2020-03-29,254,2,2,250
Guangxi,2020-03-30,254,2,2,250
Guangxi,2020-03-31,254,2,2,250
Guangxi,2020-04-01,254,2,2,250
Guangxi,2020-04-02,254,2,0,252
Guangxi,2020-04-03,254,2,0,252
Guangxi,2020-04-04,254,2,0,252
Guangxi,2020-04-05,254,2,0,252
Guangxi,2020-04-06,254,2,0,252
Guangxi,2020-04-07,254,2,0,252
Guangxi,2020-04-08,254,2,0,252
Guangxi,2020-04-09,254,2,0,252
Guangxi,2020-04-10,254,2,0,252
Guangxi,2020-04-11,254,2,0,252
Guangxi,2020-04-12,254,2,0,252
Guangxi,2020-04-13,254,2,0,252
Guangxi,2020-04-14,254,2,0,252
Guangxi,2020-04-15,254,2,0,252
Guangxi,2020-04-16,254,2,0,252
Guangxi,2020-04-17,254,2,0,252
Guangxi,2020-04-18,254,2,0,252
Guangxi,2020-04-19,254,2,0,252
Guangxi,2020-04-20,254,2,0,252
Guangxi,2020-04-21,254,2,0,252
Guangxi,2020-04-22,254,2,0,252
Guangxi,2020-04-23,254,2,0,252
Guangxi,2020-04-24,254,2,0,252
Guangxi,2020-04-25,254,2,0,252
Guangxi,2020-04-26,254,2,0,252
Guangxi,2020-04-27,254,2,0,252
Guangxi,2020-04-28,254,2,0,252
Guangxi,2020-04-29,254,2,0,252
Guangxi,2020-04-30,254,2,0,252
Guangxi,2020-05-01,254,2,0,252
Guangxi,2020-05-02,254,2,0,252
Guangxi,2020-05-03,254,2,0,252
Guangxi,2020-05-04,254,2,0,252
Guangxi,2020-05-05,254,2,0,252
Guangxi,2020-05-06,254,2,0,252
Guangxi,2020-05-07,254,2,0,252
Guangxi,2020-05-08,254,2,0,252
Guangxi,2020-05-09,254,2,0,252
Guangxi,2020-05-10,254,2,0,252
Guangxi,2020-05-11,254,2,0,252
Guangxi,2020-05-12,254,2,0,252
Guangxi,2020-05-13,254,2,0,252
Guangxi,2020-05-14,254,2,0,252
Guangxi,2020-05-15,254,2,0,252
Guangxi,2020-05-16,254,2,0,252
Guangxi,2020-05-17,254,2,0,252
Guangxi,2020-05-18,254,2,0,252
Guangxi,2020-05-19,254,2,0,252
Guangxi,2020-05-20,254,2,0,252
Guangxi,2020-05-21,254,2,0,252
Guangxi,2020-05-22,254,2,0,252
Guangxi,2020-05-23,254,2,0,252
Guangxi,2020-05-24,254,2,0,252
Guangxi,2020-05-25,254,2,0,252
Guangxi,2020-05-26,254,2,0,252
Guangxi,2020-05-27,254,2,0,252
Guangxi,2020-05-28,254,2,0,252
Guangxi,2020-05-29,254,2,0,252
Guangxi,2020-05-30,254,2,0,252
Guangxi,2020-05-31,254,2,0,252
Guangxi,2020-06-01,254,2,0,252
Guangxi,2020-06-02,254,2,0,252
Guangxi,2020-06-03,254,2,0,252
Guangxi,2020-06-04,254,2,0,252
Guangxi,2020-06-05,254,2,0,252
Guangxi,2020-06-06,254,2,0,252
Guangxi,2020-06-07,254,2,0,252
Guangxi,2020-06-08,254,2,0,252
Guangxi,2020-06-09,254,2,0,252
Guangxi,2020-06-10,254,2,0,252
Guangxi,2020-06-11,254,2,0,252
Guangxi,2020-06-12,254,2,0,252
Guangxi,2020-06-13,254,2,0,252
Guangxi,2020-06-14,254,2,0,252
Guangxi,2020-06-15,254,2,0,252
Guangxi,2020-06-16,254,2,0,252
Guangxi,2020-06-17,254,2,0,252
Guangxi,2020-06-18,254,2,0,252
Guangxi,2020-06-19,254,2,0,252
Guangxi,2020-06-20,254,2,0,252
Guangxi,2020-06-21,254,2,0,252
Guangxi,2020-06-22,254,2,0,252
Guangxi,2020-06-23,254,2,0,252
Guangxi,2020-06-24,254,2,0,252
Guangxi,2020-06-25,254,2,0,252
Guangxi,2020-06-26,254,2,0,252
Guangxi,2020-06-27,254,2,0,252
Guangxi,2020-06-28,254,2,0,252
Guangxi,2020-06-29,254,2,0,252
Guangxi,2020-06-30,254,2,0,252
Guangxi,2020-07-01,254,2,0,252
Guangxi,2020-07-02,254,2,0,252
Guangxi,2020-07-03,254,2,0,252
Guangxi,2020-07-04,254,2,0,252
Guangxi,2020-07-05,254,2,0,252
Guangxi,2020-07-06,254,2,0,252
Guangxi,2020-07-07,254,2,0,252
Guangxi,2020-07-08,254,2,0,252
Guangxi,2020-07-09,254,2,0,252
Guangxi,2020-07-10,254,2,0,252
Guizhou,2020-01-22,1,0,1,0
Guizhou,2020-01-23,3,0,3,0
Guizhou,2020-01-24,3,0,3,0
Guizhou,2020-01-25,4,0,4,0
Guizhou,2020-01-26,5,0,5,0
Guizhou,2020-01-27,7,0,7,0
Guizhou,2020-01-28,9,0,9,0
Guizhou,2020-01-29,9,0,8,1
Guizhou,2020-01-30,12,0,11,1
Guizhou,2020-01-31,29,0,27,2
Guizhou,2020-02-01,29,0,27,2
Guizhou,2020-02-02,38,0,36,2
Guizhou,2020-02-03,46,0,44,2
Guizhou,2020-02-04,58,0,56,2
Guizhou,2020-02-05,64,1,54,9
Guizhou,2020-02-06,71,1,64,6
Guizhou,2020-02-07,81,1,74,6
Guizhou,2020-02-08,89,1,81,7
Guizhou,2020-02-09,99,1,91,7
Guizhou,2020-02-10,109,1,98,10
Guizhou,2020-02-11,127,1,109,17
Guizhou,2020-02-12,133,1,114,18
Guizhou,2020-02-13,135,1,107,27
Guizhou,2020-02-14,140,1,111,28
Guizhou,2020-02-15,143,1,101,41
Guizhou,2020-02-16,144,1,97,46
Guizhou,2020-02-17,146,1,88,57
Guizhou,2020-02-18,146,2,78,66
Guizhou,2020-02-19,146,2,74,70
Guizhou,2020-02-20,146,2,72,72
Guizhou,2020-02-21,146,2,67,77
Guizhou,2020-02-22,146,2,54,90
Guizhou,2020-02-23,146,2,42,102
Guizhou,2020-02-24,146,2,42,102
Guizhou,2020-02-25,146,2,40,104
Guizhou,2020-02-26,146,2,40,104
Guizhou,2020-02-27,146,2,32,112
Guizhou,2020-02-28,146,2,32,112
Guizhou,2020-02-29,146,2,32,112
Guizhou,2020-03-01,146,2,32,112
Guizhou,2020-03-02,146,2,30,114
Guizhou,2020-03-03,146,2,30,114
Guizhou,2020-03-04,146,2,30,114
Guizhou,2020-03-05,146,2,30,114
Guizhou,2020-03-06,146,2,30,114
Guizhou,2020-03-07,146,2,29,115
Guizhou,2020-03-08,146,2,27,117
Guizhou,2020-03-09,146,2,21,123
Guizhou,2020-03-10,146,2,15,129
Guizhou,2020-03-11,146,2,11,133
Guizhou,2020-03-12,146,2,7,137
Guizhou,2020-03-13,146,2,4,140
Guizhou,2020-03-14,146,2,1,143
Guizhou,2020-03-15,146,2,1,143
Guizhou,2020-03-16,146,2,0,144
Guizhou,2020-03-17,147,2,1,144
Guizhou,2020-03-18,146,2,0,144
Guizhou,2020-03-19,146,2,0,144
Guizhou,2020-03-20,146,2,0,144
Guizhou,2020-03-21,146,2,0,144
Guizhou,2020-03-22,146,2,0,144
Guizhou,2020-03-23,146,2,0,144
Guizhou,2020-03-24,146,2,0,144
Guizhou,2020-03-25,146,2,0,144
Guizhou,2020-03-26,146,2,0,144
Guizhou,2020-03-27,146,2,0,144
Guizhou,2020-03-28,146,2,0,144
Guizhou,2020-03-29,146,2,0,144
Guizhou,2020-03-30,146,2,0,144
Guizhou,2020-03-31,146,2,0,144
Guizhou,2020-04-01,146,2,0,144
Guizhou,2020-04-02,146,2,0,144
Guizhou,2020-04-03,146,2,0,144
Guizhou,2020-04-04,146,2,0,144
Guizhou,2020-04-05,146,2,0,144
Guizhou,2020-04-06,146,2,0,144
Guizhou,2020-04-07,146,2,0,144
Guizhou,2020-04-08,146,2,0,144
Guizhou,2020-04-09,146,2,0,144
Guizhou,2020-04-10,146,2,0,144
Guizhou,2020-04-11,146,2,0,144
Guizhou,2020-04-12,146,2,0,144
Guizhou,2020-04-13,146,2,0,144
Guizhou,2020-04-14,146,2,0,144
Guizhou,2020-04-15,146,2,0,144
Guizhou,2020-04-16,146,2,0,144
Guizhou,2020-04-17,146,2,0,144
Guizhou,2020-04-18,146,2,0,144
Guizhou,2020-04-19,147,2,0,145
Guizhou,2020-04-20,147,2,0,145
Guizhou,2020-04-21,147,2,0,145
Guizhou,2020-04-22,147,2,0,145
Guizhou,2020-04-23,147,2,0,145
Guizhou,2020-04-24,147,2,0,145
Guizhou,2020-04-25,147,2,0,145
Guizhou,2020-04-26,147,2,0,145
Guizhou,2020-04-27,147,2,0,145
Guizhou,2020-04-28,147,2,0,145
Guizhou,2020-04-29,147,2,0,145
Guizhou,2020-04-30,147,2,0,145
Guizhou,2020-05-01,147,2,0,145
Guizhou,2020-05-02,147,2,0,145
Guizhou,2020-05-03,147,2,0,145
Guizhou,2020-05-04,147,2,0,145
Guizhou,2020-05-05,147,2,0,145
Guizhou,2020-05-06,147,2,0,145
Guizhou,2020-05-07,147,2,0,145
Guizhou,2020-05-08,147,2,0,145
Guizhou,2020-05-09,147,2,0,145
Guizhou,2020-05-10,147,2,0,145
Guizhou,2020-05-11,147,2,0,145
Guizhou,2020-05-12,147,2,0,145
Guizhou,2020-05-13,147,2,0,145
Guizhou,2020-05-14,147,2,0,145
Guizhou,2020-05-15,147,2,0,145
Guizhou,2020-05-16,147,2,0,145
Guizhou,2020-05-17,147,2,0,145
Guizhou,2020-05-18,147,2,0,145
Guizhou,2020-05-19,147,2,0,145
Guizhou,2020-05-20,147,2,0,145
Guizhou,2020-05-21,147,2,0,145
Guizhou,2020-05-22,147,2,0,145
Guizhou,2020-05-23,147,2,0,145
Guizhou,2020-05-24,147,2,0,145
Guizhou,2020-05-25,147,2,0,145
Guizhou,2020-05-26,147,2,0,145
Guizhou,2020-05-27,147,2,0,145
Guizhou,2020-05-28,147,2,0,145
Guizhou,2020-05-29,147,2,0,145
Guizhou,2020-05-30,147,2,0,145
Guizhou,2020-05-31,147,2,0,145
Guizhou,2020-06-01,147,2,0,145
Guizhou,2020-06-02,147,2,0,145
Guizhou,2020-06-03,147,2,0,145
Guizhou,2020-06-04,147,2,0,145
Guizhou,2020-06-05,147,2,0,145
Guizhou,2020-06-06,147,2,0,145
Guizhou,2020-06-07,147,2,0,145
Guizhou,2020-06-08,147,2,0,145
Guizhou,2020-06-09,147,2,0,145
Guizhou,2020-06-10,147,2,0,145
Guizhou,2020-06-11,147,2,0,145
Guizhou,2020-06-12,147,2,0,145
Guizhou,2020-06-13,147,2,0,145
Guizhou,2020-06-14,147,2,0,145
Guizhou,2020-06-15,147,2,0,145
Guizhou,2020-06-16,147,2,0,145
Guizhou,2020-06-17,147,2,0,145
Guizhou,2020-06-18,147,2,0,145
Guizhou,2020-06-19,147,2,0,145
Guizhou,2020-06-20,147,2,0,145
Guizhou,2020-06-21,147,2,0,145
